utt1,utt2,score,label,clean_utt1,clean_utt2
/Users/abc/Documents/study/dga/data/train-clean-100/4088/158077/4088-158077-0092.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4088/158079/4088-158079-0013.flac,0.7795599102973938,1,4088,4088
/Users/abc/Documents/study/dga/data/train-clean-100/7367/86737/7367-86737-0092.flac,/Users/abc/Documents/study/dga/data/train-clean-100/6880/216547/6880-216547-0044.flac,0.05426871404051781,0,7367,6880
/Users/abc/Documents/study/dga/data/train-clean-100/1183/133256/1183-133256-0006.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2196/170151/2196-170151-0021.flac,0.16712622344493866,0,1183,2196
/Users/abc/Documents/study/dga/data/train-clean-100/7190/90542/7190-90542-0029.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5322/7678/5322-7678-0033.flac,-0.017598766833543777,0,7190,5322
/Users/abc/Documents/study/dga/data/train-clean-100/3699/19402/3699-19402-0027.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3699/47246/3699-47246-0011.flac,0.8653883934020996,1,3699,3699
/Users/abc/Documents/study/dga/data/train-clean-100/4830/25898/4830-25898-0013.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4830/25898/4830-25898-0030.flac,0.8355085253715515,1,4830,4830
/Users/abc/Documents/study/dga/data/train-clean-100/3440/171009/3440-171009-0059.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1235/135887/1235-135887-0015.flac,0.046865466982126236,0,3440,1235
/Users/abc/Documents/study/dga/data/train-clean-100/3240/131231/3240-131231-0016.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3240/131232/3240-131232-0040.flac,0.7360766530036926,1,3240,3240
/Users/abc/Documents/study/dga/data/train-clean-100/7312/92432/7312-92432-0001.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3857/180923/3857-180923-0002.flac,0.11969239264726639,0,7312,3857
/Users/abc/Documents/study/dga/data/train-clean-100/8425/246962/8425-246962-0030.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3242/8112/3242-8112-0044.flac,0.052532825618982315,0,8425,3242
/Users/abc/Documents/study/dga/data/train-clean-100/7511/102420/7511-102420-0008.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7178/34645/7178-34645-0015.flac,0.3311939239501953,0,7511,7178
/Users/abc/Documents/study/dga/data/train-clean-100/8609/262281/8609-262281-0000.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8609/262281/8609-262281-0017.flac,0.7812467813491821,1,8609,8609
/Users/abc/Documents/study/dga/data/train-clean-100/374/180298/374-180298-0016.flac,/Users/abc/Documents/study/dga/data/train-clean-100/374/180299/374-180299-0009.flac,0.8203258514404297,1,374,374
/Users/abc/Documents/study/dga/data/train-clean-100/7312/92432/7312-92432-0001.flac,/Users/abc/Documents/study/dga/data/train-clean-100/6563/285357/6563-285357-0024.flac,0.08158429712057114,0,7312,6563
/Users/abc/Documents/study/dga/data/train-clean-100/2518/154826/2518-154826-0009.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2518/154826/2518-154826-0012.flac,0.8853936195373535,1,2518,2518
/Users/abc/Documents/study/dga/data/train-clean-100/8838/298545/8838-298545-0026.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4680/16026/4680-16026-0034.flac,0.15278330445289612,0,8838,4680
/Users/abc/Documents/study/dga/data/train-clean-100/5750/100289/5750-100289-0008.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5750/100289/5750-100289-0063.flac,0.8408932685852051,1,5750,5750
/Users/abc/Documents/study/dga/data/train-clean-100/5652/39938/5652-39938-0016.flac,/Users/abc/Documents/study/dga/data/train-clean-100/426/122819/426-122819-0011.flac,0.10816975682973862,0,5652,426
/Users/abc/Documents/study/dga/data/train-clean-100/6529/62556/6529-62556-0040.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3235/28433/3235-28433-0043.flac,-0.03014715015888214,0,6529,3235
/Users/abc/Documents/study/dga/data/train-clean-100/3168/173564/3168-173564-0027.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3168/173565/3168-173565-0048.flac,0.8415831327438354,1,3168,3168
/Users/abc/Documents/study/dga/data/train-clean-100/4640/19189/4640-19189-0024.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7800/283492/7800-283492-0018.flac,0.06236553192138672,0,4640,7800
/Users/abc/Documents/study/dga/data/train-clean-100/1040/133433/1040-133433-0029.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1040/133433/1040-133433-0064.flac,0.6050455570220947,1,1040,1040
/Users/abc/Documents/study/dga/data/train-clean-100/2910/131096/2910-131096-0008.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2910/131096/2910-131096-0079.flac,0.8747853636741638,1,2910,2910
/Users/abc/Documents/study/dga/data/train-clean-100/3240/131232/3240-131232-0011.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5339/14133/5339-14133-0039.flac,0.10605805367231369,0,3240,5339
/Users/abc/Documents/study/dga/data/train-clean-100/4088/158077/4088-158077-0012.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4088/158077/4088-158077-0018.flac,0.9044475555419922,1,4088,4088
/Users/abc/Documents/study/dga/data/train-clean-100/696/92939/696-92939-0002.flac,/Users/abc/Documents/study/dga/data/train-clean-100/322/124147/322-124147-0018.flac,-0.05558997020125389,0,696,322
/Users/abc/Documents/study/dga/data/train-clean-100/233/134440/233-134440-0057.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5163/39921/5163-39921-0009.flac,-0.021364714950323105,0,233,5163
/Users/abc/Documents/study/dga/data/train-clean-100/4137/11701/4137-11701-0020.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8014/112586/8014-112586-0013.flac,0.23028138279914856,0,4137,8014
/Users/abc/Documents/study/dga/data/train-clean-100/322/124146/322-124146-0026.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3374/298026/3374-298026-0045.flac,0.04859978333115578,0,322,3374
/Users/abc/Documents/study/dga/data/train-clean-100/7505/258958/7505-258958-0009.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4137/11702/4137-11702-0040.flac,0.018825896084308624,0,7505,4137
/Users/abc/Documents/study/dga/data/train-clean-100/1088/134315/1088-134315-0013.flac,/Users/abc/Documents/study/dga/data/train-clean-100/248/130697/248-130697-0020.flac,0.021715521812438965,0,1088,248
/Users/abc/Documents/study/dga/data/train-clean-100/5322/7679/5322-7679-0011.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5322/7679/5322-7679-0012.flac,0.9046865701675415,1,5322,5322
/Users/abc/Documents/study/dga/data/train-clean-100/1334/135589/1334-135589-0034.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1334/135589/1334-135589-0086.flac,0.8149564266204834,1,1334,1334
/Users/abc/Documents/study/dga/data/train-clean-100/322/124146/322-124146-0003.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7447/91187/7447-91187-0026.flac,0.10530067980289459,0,322,7447
/Users/abc/Documents/study/dga/data/train-clean-100/8123/275193/8123-275193-0020.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1743/142912/1743-142912-0005.flac,0.08497010171413422,0,8123,1743
/Users/abc/Documents/study/dga/data/train-clean-100/150/132655/150-132655-0023.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2436/2477/2436-2477-0005.flac,0.017165828496217728,0,150,2436
/Users/abc/Documents/study/dga/data/train-clean-100/2836/5354/2836-5354-0024.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1992/141719/1992-141719-0014.flac,0.18865498900413513,0,2836,1992
/Users/abc/Documents/study/dga/data/train-clean-100/441/128988/441-128988-0007.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8747/293952/8747-293952-0011.flac,-0.03547995910048485,0,441,8747
/Users/abc/Documents/study/dga/data/train-clean-100/328/129766/328-129766-0091.flac,/Users/abc/Documents/study/dga/data/train-clean-100/298/126791/298-126791-0055.flac,0.08124206960201263,0,328,298
/Users/abc/Documents/study/dga/data/train-clean-100/6272/70191/6272-70191-0001.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3807/4923/3807-4923-0001.flac,0.009693808853626251,0,6272,3807
/Users/abc/Documents/study/dga/data/train-clean-100/839/130898/839-130898-0001.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1081/125237/1081-125237-0048.flac,0.10402672737836838,0,839,1081
/Users/abc/Documents/study/dga/data/train-clean-100/5808/54425/5808-54425-0048.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3983/5331/3983-5331-0032.flac,-0.14424888789653778,0,5808,3983
/Users/abc/Documents/study/dga/data/train-clean-100/1898/145720/1898-145720-0018.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1898/145724/1898-145724-0007.flac,0.6221232414245605,1,1898,1898
/Users/abc/Documents/study/dga/data/train-clean-100/2952/410/2952-410-0029.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4830/25904/4830-25904-0006.flac,0.06768029183149338,0,2952,4830
/Users/abc/Documents/study/dga/data/train-clean-100/1992/141719/1992-141719-0055.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1594/135914/1594-135914-0073.flac,0.0863620787858963,0,1992,1594
/Users/abc/Documents/study/dga/data/train-clean-100/125/121124/125-121124-0026.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2289/152254/2289-152254-0002.flac,0.08975711464881897,0,125,2289
/Users/abc/Documents/study/dga/data/train-clean-100/8108/280354/8108-280354-0021.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8108/280359/8108-280359-0000.flac,0.9046567678451538,1,8108,8108
/Users/abc/Documents/study/dga/data/train-clean-100/3983/5371/3983-5371-0011.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5750/100289/5750-100289-0039.flac,0.10873294621706009,0,3983,5750
/Users/abc/Documents/study/dga/data/train-clean-100/8051/119902/8051-119902-0015.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8051/295385/8051-295385-0019.flac,0.7703076601028442,1,8051,8051
/Users/abc/Documents/study/dga/data/train-clean-100/2910/131096/2910-131096-0048.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4137/11701/4137-11701-0027.flac,0.3232460618019104,0,2910,4137
/Users/abc/Documents/study/dga/data/train-clean-100/5022/29411/5022-29411-0017.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5022/29411/5022-29411-0032.flac,0.633350133895874,1,5022,5022
/Users/abc/Documents/study/dga/data/train-clean-100/39/121914/39-121914-0045.flac,/Users/abc/Documents/study/dga/data/train-clean-100/39/121916/39-121916-0003.flac,0.6683292388916016,1,39,39
/Users/abc/Documents/study/dga/data/train-clean-100/6147/34607/6147-34607-0008.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2384/152900/2384-152900-0044.flac,-0.047348760068416595,0,6147,2384
/Users/abc/Documents/study/dga/data/train-clean-100/7113/86041/7113-86041-0017.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7113/86041/7113-86041-0073.flac,0.8664159774780273,1,7113,7113
/Users/abc/Documents/study/dga/data/train-clean-100/60/121082/60-121082-0048.flac,/Users/abc/Documents/study/dga/data/train-clean-100/60/121082/60-121082-0090.flac,0.8009858727455139,1,60,60
/Users/abc/Documents/study/dga/data/train-clean-100/6836/76549/6836-76549-0016.flac,/Users/abc/Documents/study/dga/data/train-clean-100/460/172359/460-172359-0099.flac,0.08830280601978302,0,6836,460
/Users/abc/Documents/study/dga/data/train-clean-100/2817/142371/2817-142371-0004.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2817/142380/2817-142380-0041.flac,0.7737261056900024,1,2817,2817
/Users/abc/Documents/study/dga/data/train-clean-100/32/21625/32-21625-0009.flac,/Users/abc/Documents/study/dga/data/train-clean-100/32/21631/32-21631-0010.flac,0.8164259791374207,1,32,32
/Users/abc/Documents/study/dga/data/train-clean-100/3486/166424/3486-166424-0034.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3983/5371/3983-5371-0019.flac,-0.05441424995660782,0,3486,3983
/Users/abc/Documents/study/dga/data/train-clean-100/1263/139804/1263-139804-0029.flac,/Users/abc/Documents/study/dga/data/train-clean-100/328/129766/328-129766-0057.flac,0.3489924669265747,0,1263,328
/Users/abc/Documents/study/dga/data/train-clean-100/60/121082/60-121082-0025.flac,/Users/abc/Documents/study/dga/data/train-clean-100/60/121082/60-121082-0052.flac,0.723434329032898,1,60,60
/Users/abc/Documents/study/dga/data/train-clean-100/8108/280359/8108-280359-0013.flac,/Users/abc/Documents/study/dga/data/train-clean-100/6147/34606/6147-34606-0019.flac,0.22030583024024963,0,8108,6147
/Users/abc/Documents/study/dga/data/train-clean-100/1578/140049/1578-140049-0014.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8609/283227/8609-283227-0052.flac,0.0790490135550499,0,1578,8609
/Users/abc/Documents/study/dga/data/train-clean-100/7278/91083/7278-91083-0041.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7447/91186/7447-91186-0006.flac,0.10321547091007233,0,7278,7447
/Users/abc/Documents/study/dga/data/train-clean-100/831/130739/831-130739-0027.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1502/122615/1502-122615-0019.flac,0.08924897015094757,0,831,1502
/Users/abc/Documents/study/dga/data/train-clean-100/3235/11599/3235-11599-0000.flac,/Users/abc/Documents/study/dga/data/train-clean-100/6385/220959/6385-220959-0026.flac,0.09819664061069489,0,3235,6385
/Users/abc/Documents/study/dga/data/train-clean-100/8630/305212/8630-305212-0014.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2691/156745/2691-156745-0022.flac,0.05214325338602066,0,8630,2691
/Users/abc/Documents/study/dga/data/train-clean-100/3168/173564/3168-173564-0017.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2764/36619/2764-36619-0000.flac,-0.0011922642588615417,0,3168,2764
/Users/abc/Documents/study/dga/data/train-clean-100/909/131045/909-131045-0026.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4137/11702/4137-11702-0036.flac,0.16416534781455994,0,909,4137
/Users/abc/Documents/study/dga/data/train-clean-100/4014/186179/4014-186179-0016.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4406/16882/4406-16882-0021.flac,0.16566097736358643,0,4014,4406
/Users/abc/Documents/study/dga/data/train-clean-100/831/130739/831-130739-0027.flac,/Users/abc/Documents/study/dga/data/train-clean-100/6081/42010/6081-42010-0030.flac,0.14150525629520416,0,831,6081
/Users/abc/Documents/study/dga/data/train-clean-100/1737/146161/1737-146161-0005.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1737/146161/1737-146161-0017.flac,0.8283553123474121,1,1737,1737
/Users/abc/Documents/study/dga/data/train-clean-100/5789/70653/5789-70653-0023.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4640/19189/4640-19189-0018.flac,0.13946786522865295,0,5789,4640
/Users/abc/Documents/study/dga/data/train-clean-100/5322/7679/5322-7679-0038.flac,/Users/abc/Documents/study/dga/data/train-clean-100/332/128985/332-128985-0031.flac,-0.04875846207141876,0,5322,332
/Users/abc/Documents/study/dga/data/train-clean-100/1578/140049/1578-140049-0014.flac,/Users/abc/Documents/study/dga/data/train-clean-100/446/123501/446-123501-0043.flac,0.04307716712355614,0,1578,446
/Users/abc/Documents/study/dga/data/train-clean-100/4340/15220/4340-15220-0022.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4362/15663/4362-15663-0025.flac,0.02267848514020443,0,4340,4362
/Users/abc/Documents/study/dga/data/train-clean-100/7312/92432/7312-92432-0005.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8108/274318/8108-274318-0029.flac,0.2252587229013443,0,7312,8108
/Users/abc/Documents/study/dga/data/train-clean-100/8838/298545/8838-298545-0043.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5652/19215/5652-19215-0009.flac,0.04449816048145294,0,8838,5652
/Users/abc/Documents/study/dga/data/train-clean-100/7367/86737/7367-86737-0062.flac,/Users/abc/Documents/study/dga/data/train-clean-100/887/123289/887-123289-0022.flac,0.13490214943885803,0,7367,887
/Users/abc/Documents/study/dga/data/train-clean-100/5022/29411/5022-29411-0025.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3857/182315/3857-182315-0036.flac,0.07435278594493866,0,5022,3857
/Users/abc/Documents/study/dga/data/train-clean-100/4214/7146/4214-7146-0040.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2182/181183/2182-181183-0035.flac,0.06437946110963821,0,4214,2182
/Users/abc/Documents/study/dga/data/train-clean-100/441/128982/441-128982-0005.flac,/Users/abc/Documents/study/dga/data/train-clean-100/441/130108/441-130108-0013.flac,0.7560712099075317,1,441,441
/Users/abc/Documents/study/dga/data/train-clean-100/5688/15787/5688-15787-0001.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5688/41232/5688-41232-0057.flac,0.7960303425788879,1,5688,5688
/Users/abc/Documents/study/dga/data/train-clean-100/7067/76047/7067-76047-0026.flac,/Users/abc/Documents/study/dga/data/train-clean-100/887/123289/887-123289-0007.flac,0.08511123061180115,0,7067,887
/Users/abc/Documents/study/dga/data/train-clean-100/7148/59157/7148-59157-0020.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7148/7763/7148-7763-0004.flac,0.7928189635276794,1,7148,7148
/Users/abc/Documents/study/dga/data/train-clean-100/3607/135982/3607-135982-0003.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3607/29116/3607-29116-0044.flac,0.6379393339157104,1,3607,3607
/Users/abc/Documents/study/dga/data/train-clean-100/4018/107312/4018-107312-0017.flac,/Users/abc/Documents/study/dga/data/train-clean-100/26/495/26-495-0056.flac,0.278364896774292,0,4018,26
/Users/abc/Documents/study/dga/data/train-clean-100/2952/407/2952-407-0001.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5867/48852/5867-48852-0019.flac,0.034454263746738434,0,2952,5867
/Users/abc/Documents/study/dga/data/train-clean-100/8226/274369/8226-274369-0037.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8226/274369/8226-274369-0063.flac,0.7346176505088806,1,8226,8226
/Users/abc/Documents/study/dga/data/train-clean-100/248/130644/248-130644-0017.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2182/181173/2182-181173-0018.flac,0.1791802942752838,0,248,2182
/Users/abc/Documents/study/dga/data/train-clean-100/7059/77900/7059-77900-0005.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7059/88364/7059-88364-0029.flac,0.6991462707519531,1,7059,7059
/Users/abc/Documents/study/dga/data/train-clean-100/3982/182255/3982-182255-0002.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5789/57158/5789-57158-0005.flac,-0.07467145472764969,0,3982,5789
/Users/abc/Documents/study/dga/data/train-clean-100/2436/2481/2436-2481-0034.flac,/Users/abc/Documents/study/dga/data/train-clean-100/6415/111615/6415-111615-0029.flac,0.012811806052923203,0,2436,6415
/Users/abc/Documents/study/dga/data/train-clean-100/1263/139804/1263-139804-0029.flac,/Users/abc/Documents/study/dga/data/train-clean-100/911/128684/911-128684-0050.flac,-0.0733371451497078,0,1263,911
/Users/abc/Documents/study/dga/data/train-clean-100/1502/122619/1502-122619-0038.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5678/43301/5678-43301-0004.flac,0.13871508836746216,0,1502,5678
/Users/abc/Documents/study/dga/data/train-clean-100/5778/12761/5778-12761-0002.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5778/54535/5778-54535-0013.flac,0.7960838079452515,1,5778,5778
/Users/abc/Documents/study/dga/data/train-clean-100/2384/152900/2384-152900-0013.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2384/152900/2384-152900-0065.flac,0.8778879046440125,1,2384,2384
/Users/abc/Documents/study/dga/data/train-clean-100/1926/143879/1926-143879-0045.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1926/147979/1926-147979-0012.flac,0.7342020869255066,1,1926,1926
/Users/abc/Documents/study/dga/data/train-clean-100/196/122150/196-122150-0013.flac,/Users/abc/Documents/study/dga/data/train-clean-100/196/122150/196-122150-0037.flac,0.8436236381530762,1,196,196
/Users/abc/Documents/study/dga/data/train-clean-100/2989/138035/2989-138035-0002.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2989/138035/2989-138035-0058.flac,0.8877607583999634,1,2989,2989
/Users/abc/Documents/study/dga/data/train-clean-100/26/495/26-495-0085.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8324/286683/8324-286683-0007.flac,0.017894422635436058,0,26,8324
/Users/abc/Documents/study/dga/data/train-clean-100/3982/178459/3982-178459-0040.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4406/16883/4406-16883-0025.flac,0.13290615379810333,0,3982,4406
/Users/abc/Documents/study/dga/data/train-clean-100/5867/48852/5867-48852-0025.flac,/Users/abc/Documents/study/dga/data/train-clean-100/201/127786/201-127786-0020.flac,0.06733410805463791,0,5867,201
/Users/abc/Documents/study/dga/data/train-clean-100/1578/140045/1578-140045-0026.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5322/7678/5322-7678-0001.flac,0.12845319509506226,0,1578,5322
/Users/abc/Documents/study/dga/data/train-clean-100/6836/76549/6836-76549-0016.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3947/13262/3947-13262-0008.flac,-0.012964939698576927,0,6836,3947
/Users/abc/Documents/study/dga/data/train-clean-100/6081/42010/6081-42010-0037.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4214/7146/4214-7146-0036.flac,0.00589028000831604,0,6081,4214
